#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 2 (=DEEPSEA)
# Vessel types: 3,4
# Vessel count: 12,8
# Number of cargoes: 80
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
86
# number of vessels
20
# for each vessel: vessel index, home port, starting time, capacity
1,13,0,130000
2,78,0,130000
3,73,0,130000
4,41,0,130000
5,33,491,130000
6,45,755,130000
7,41,0,130000
8,30,40,130000
9,24,756,130000
10,62,0,130000
11,58,0,130000
12,72,117,130000
13,62,0,71000
14,72,0,71000
15,75,0,71000
16,12,0,71000
17,19,0,71000
18,56,669,71000
19,71,0,71000
20,33,0,71000
# number of cargoes
80
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,74,75,76,78,79,80
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
4,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
5,1,2,3,4,5,6,8,9,10,12,13,16,18,19,20,21,22,25,26,28,29,30,31,33,35,36,37,38,39,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,75,76,78,80
6,1,2,3,4,6,8,9,10,11,13,16,17,18,19,20,21,22,26,28,29,30,31,32,33,35,36,37,39,41,42,43,44,45,49,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,72,75,76,78,80
7,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
8,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,80
9,1,2,3,4,5,6,8,9,10,13,16,19,20,21,22,25,29,30,31,33,35,36,37,42,43,44,49,52,53,54,56,57,58,59,62,63,64,65,67,68,69,75,76,78
10,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,79,80
11,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
12,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
13,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
14,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
15,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
16,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
17,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
18,1,2,3,4,8,9,10,11,13,17,18,20,21,22,25,26,29,30,31,32,35,41,45,52,53,54,56,58,61,62,65,72,75,76,78,80
19,1,2,3,4,7,8,9,10,11,13,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
20,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
16,71,50,737,920621
17,71,50,737,920621
18,71,50,737,920621
19,71,50,737,920621
20,71,50,737,920621
1,71,51,945,1431426
2,71,51,945,1431426
3,71,51,945,1431426
4,71,51,945,1431426
5,71,51,945,1431426
6,71,51,945,1431426
7,71,51,945,1431426
8,71,51,945,1431426
9,71,51,945,1431426
10,71,51,945,1431426
11,71,51,945,1431426
12,71,51,945,1431426
13,71,51,701,875435
14,71,51,701,875435
15,71,51,701,875435
16,71,51,701,875435
17,71,51,701,875435
18,71,51,701,875435
19,71,51,701,875435
20,71,51,701,875435
1,71,52,957,1450013
2,71,52,957,1450013
3,71,52,957,1450013
4,71,52,957,1450013
5,71,52,957,1450013
6,71,52,957,1450013
7,71,52,957,1450013
8,71,52,957,1450013
9,71,52,957,1450013
10,71,52,957,1450013
11,71,52,957,1450013
12,71,52,957,1450013
13,71,52,694,867400
14,71,52,694,867400
15,71,52,694,867400
16,71,52,694,867400
17,71,52,694,867400
18,71,52,694,867400
19,71,52,694,867400
20,71,52,694,867400
1,71,53,939,1422547
2,71,53,939,1422547
3,71,53,939,1422547
4,71,53,939,1422547
5,71,53,939,1422547
6,71,53,939,1422547
7,71,53,939,1422547
8,71,53,939,1422547
9,71,53,939,1422547
10,71,53,939,1422547
11,71,53,939,1422547
12,71,53,939,1422547
13,71,53,735,918153
14,71,53,735,918153
15,71,53,735,918153
16,71,53,735,918153
17,71,53,735,918153
18,71,53,735,918153
19,71,53,735,918153
20,71,53,735,918153
1,71,54,922,1395751
2,71,54,922,1395751
3,71,54,922,1395751
4,71,54,922,1395751
5,71,54,922,1395751
6,71,54,922,1395751
7,71,54,922,1395751
8,71,54,922,1395751
9,71,54,922,1395751
10,71,54,922,1395751
11,71,54,922,1395751
12,71,54,922,1395751
13,71,54,734,916841
14,71,54,734,916841
15,71,54,734,916841
16,71,54,734,916841
17,71,54,734,916841
18,71,54,734,916841
19,71,54,734,916841
20,71,54,734,916841
1,71,55,967,1464774
2,71,55,967,1464774
3,71,55,967,1464774
4,71,55,967,1464774
5,71,55,967,1464774
6,71,55,967,1464774
7,71,55,967,1464774
8,71,55,967,1464774
9,71,55,967,1464774
10,71,55,967,1464774
11,71,55,967,1464774
12,71,55,967,1464774
13,71,55,678,847173
14,71,55,678,847173
15,71,55,678,847173
16,71,55,678,847173
17,71,55,678,847173
18,71,55,678,847173
19,71,55,678,847173
20,71,55,678,847173
1,71,56,922,1396419
2,71,56,922,1396419
3,71,56,922,1396419
4,71,56,922,1396419
5,71,56,922,1396419
6,71,56,922,1396419
7,71,56,922,1396419
8,71,56,922,1396419
9,71,56,922,1396419
10,71,56,922,1396419
11,71,56,922,1396419
12,71,56,922,1396419
13,71,56,735,917392
14,71,56,735,917392
15,71,56,735,917392
16,71,56,735,917392
17,71,56,735,917392
18,71,56,735,917392
19,71,56,735,917392
20,71,56,735,917392
1,71,57,945,1431508
2,71,57,945,1431508
3,71,57,945,1431508
4,71,57,945,1431508
5,71,57,945,1431508
6,71,57,945,1431508
7,71,57,945,1431508
8,71,57,945,1431508
9,71,57,945,1431508
10,71,57,945,1431508
11,71,57,945,1431508
12,71,57,945,1431508
13,71,57,701,875503
14,71,57,701,875503
15,71,57,701,875503
16,71,57,701,875503
17,71,57,701,875503
18,71,57,701,875503
19,71,57,701,875503
20,71,57,701,875503
1,71,58,971,1470238
2,71,58,971,1470238
3,71,58,971,1470238
4,71,58,971,1470238
5,71,58,971,1470238
6,71,58,971,1470238
7,71,58,971,1470238
8,71,58,971,1470238
9,71,58,971,1470238
10,71,58,971,1470238
11,71,58,971,1470238
12,71,58,971,1470238
13,71,58,675,843340
14,71,58,675,843340
15,71,58,675,843340
16,71,58,675,843340
17,71,58,675,843340
18,71,58,675,843340
19,71,58,675,843340
20,71,58,675,843340
1,71,59,255,386780
2,71,59,255,386780
3,71,59,255,386780
4,71,59,255,386780
5,71,59,255,386780
6,71,59,255,386780
7,71,59,255,386780
8,71,59,255,386780
9,71,59,255,386780
10,71,59,255,386780
11,71,59,255,386780
12,71,59,255,386780
13,71,59,255,318948
14,71,59,255,318948
15,71,59,255,318948
16,71,59,255,318948
17,71,59,255,318948
18,71,59,255,318948
19,71,59,255,318948
20,71,59,255,318948
1,71,60,362,548501
2,71,60,362,548501
3,71,60,362,548501
4,71,60,362,548501
5,71,60,362,548501
6,71,60,362,548501
7,71,60,362,548501
8,71,60,362,548501
9,71,60,362,548501
10,71,60,362,548501
11,71,60,362,548501
12,71,60,362,548501
13,71,60,362,452306
14,71,60,362,452306
15,71,60,362,452306
16,71,60,362,452306
17,71,60,362,452306
18,71,60,362,452306
19,71,60,362,452306
20,71,60,362,452306
1,71,61,253,382608
2,71,61,253,382608
3,71,61,253,382608
4,71,61,253,382608
5,71,61,253,382608
6,71,61,253,382608
7,71,61,253,382608
8,71,61,253,382608
9,71,61,253,382608
10,71,61,253,382608
11,71,61,253,382608
12,71,61,253,382608
13,71,61,253,315507
14,71,61,253,315507
15,71,61,253,315507
16,71,61,253,315507
17,71,61,253,315507
18,71,61,253,315507
19,71,61,253,315507
20,71,61,253,315507
1,71,62,272,411765
2,71,62,272,411765
3,71,62,272,411765
4,71,62,272,411765
5,71,62,272,411765
6,71,62,272,411765
7,71,62,272,411765
8,71,62,272,411765
9,71,62,272,411765
10,71,62,272,411765
11,71,62,272,411765
12,71,62,272,411765
13,71,62,272,339550
14,71,62,272,339550
15,71,62,272,339550
16,71,62,272,339550
17,71,62,272,339550
18,71,62,272,339550
19,71,62,272,339550
20,71,62,272,339550
1,71,63,314,475113
2,71,63,314,475113
3,71,63,314,475113
4,71,63,314,475113
5,71,63,314,475113
6,71,63,314,475113
7,71,63,314,475113
8,71,63,314,475113
9,71,63,314,475113
10,71,63,314,475113
11,71,63,314,475113
12,71,63,314,475113
13,71,63,314,391788
14,71,63,314,391788
15,71,63,314,391788
16,71,63,314,391788
17,71,63,314,391788
18,71,63,314,391788
19,71,63,314,391788
20,71,63,314,391788
1,71,64,249,377801
2,71,64,249,377801
3,71,64,249,377801
4,71,64,249,377801
5,71,64,249,377801
6,71,64,249,377801
7,71,64,249,377801
8,71,64,249,377801
9,71,64,249,377801
10,71,64,249,377801
11,71,64,249,377801
12,71,64,249,377801
13,71,64,249,311543
14,71,64,249,311543
15,71,64,249,311543
16,71,64,249,311543
17,71,64,249,311543
18,71,64,249,311543
19,71,64,249,311543
20,71,64,249,311543
1,71,65,315,477262
2,71,65,315,477262
3,71,65,315,477262
4,71,65,315,477262
5,71,65,315,477262
6,71,65,315,477262
7,71,65,315,477262
8,71,65,315,477262
9,71,65,315,477262
10,71,65,315,477262
11,71,65,315,477262
12,71,65,315,477262
13,71,65,315,393561
14,71,65,315,393561
15,71,65,315,393561
16,71,65,315,393561
17,71,65,315,393561
18,71,65,315,393561
19,71,65,315,393561
20,71,65,315,393561
1,71,66,368,556649
2,71,66,368,556649
3,71,66,368,556649
4,71,66,368,556649
5,71,66,368,556649
6,71,66,368,556649
7,71,66,368,556649
8,71,66,368,556649
9,71,66,368,556649
10,71,66,368,556649
11,71,66,368,556649
12,71,66,368,556649
13,71,66,368,459025
14,71,66,368,459025
15,71,66,368,459025
16,71,66,368,459025
17,71,66,368,459025
18,71,66,368,459025
19,71,66,368,459025
20,71,66,368,459025
1,71,67,351,531590
2,71,67,351,531590
3,71,67,351,531590
4,71,67,351,531590
5,71,67,351,531590
6,71,67,351,531590
7,71,67,351,531590
8,71,67,351,531590
9,71,67,351,531590
10,71,67,351,531590
11,71,67,351,531590
12,71,67,351,531590
13,71,67,351,438360
14,71,67,351,438360
15,71,67,351,438360
16,71,67,351,438360
17,71,67,351,438360
18,71,67,351,438360
19,71,67,351,438360
20,71,67,351,438360
1,71,68,312,473131
2,71,68,312,473131
3,71,68,312,473131
4,71,68,312,473131
5,71,68,312,473131
6,71,68,312,473131
7,71,68,312,473131
8,71,68,312,473131
9,71,68,312,473131
10,71,68,312,473131
11,71,68,312,473131
12,71,68,312,473131
13,71,68,312,390154
14,71,68,312,390154
15,71,68,312,390154
16,71,68,312,390154
17,71,68,312,390154
18,71,68,312,390154
19,71,68,312,390154
20,71,68,312,390154
1,71,69,772,1168997
2,71,69,772,1168997
3,71,69,772,1168997
4,71,69,772,1168997
5,71,69,772,1168997
6,71,69,772,1168997
7,71,69,772,1168997
8,71,69,772,1168997
9,71,69,772,1168997
10,71,69,772,1168997
11,71,69,772,1168997
12,71,69,772,1168997
13,71,69,772,963980
14,71,69,772,963980
15,71,69,772,963980
16,71,69,772,963980
17,71,69,772,963980
18,71,69,772,963980
19,71,69,772,963980
20,71,69,772,963980
1,71,70,85,129155
2,71,70,85,129155
3,71,70,85,129155
4,71,70,85,129155
5,71,70,85,129155
6,71,70,85,129155
7,71,70,85,129155
8,71,70,85,129155
9,71,70,85,129155
10,71,70,85,129155
11,71,70,85,129155
12,71,70,85,129155
13,71,70,85,106504
14,71,70,85,106504
15,71,70,85,106504
16,71,70,85,106504
17,71,70,85,106504
18,71,70,85,106504
19,71,70,85,106504
20,71,70,85,106504
1,71,71,0,0
2,71,71,0,0
3,71,71,0,0
4,71,71,0,0
5,71,71,0,0
6,71,71,0,0
7,71,71,0,0
8,71,71,0,0
9,71,71,0,0
10,71,71,0,0
11,71,71,0,0
12,71,71,0,0
13,71,71,0,0
14,71,71,0,0
15,71,71,0,0
16,71,71,0,0
17,71,71,0,0
18,71,71,0,0
19,71,71,0,0
20,71,71,0,0
1,71,72,951,1440033
2,71,72,951,1440033
3,71,72,951,1440033
4,71,72,951,1440033
5,71,72,951,1440033
6,71,72,951,1440033
7,71,72,951,1440033
8,71,72,951,1440033
9,71,72,951,1440033
10,71,72,951,1440033
11,71,72,951,1440033
12,71,72,951,1440033
13,71,72,421,525350
14,71,72,421,525350
15,71,72,421,525350
16,71,72,421,525350
17,71,72,421,525350
18,71,72,421,525350
19,71,72,421,525350
20,71,72,421,525350
1,71,73,876,1326485
2,71,73,876,1326485
3,71,73,876,1326485
4,71,73,876,1326485
5,71,73,876,1326485
6,71,73,876,1326485
7,71,73,876,1326485
8,71,73,876,1326485
9,71,73,876,1326485
10,71,73,876,1326485
11,71,73,876,1326485
12,71,73,876,1326485
13,71,73,345,430956
14,71,73,345,430956
15,71,73,345,430956
16,71,73,345,430956
17,71,73,345,430956
18,71,73,345,430956
19,71,73,345,430956
20,71,73,345,430956
1,71,74,877,1328046
2,71,74,877,1328046
3,71,74,877,1328046
4,71,74,877,1328046
5,71,74,877,1328046
6,71,74,877,1328046
7,71,74,877,1328046
8,71,74,877,1328046
9,71,74,877,1328046
10,71,74,877,1328046
11,71,74,877,1328046
12,71,74,877,1328046
13,71,74,346,432243
14,71,74,346,432243
15,71,74,346,432243
16,71,74,346,432243
17,71,74,346,432243
18,71,74,346,432243
19,71,74,346,432243
20,71,74,346,432243
1,71,75,953,1442993
2,71,75,953,1442993
3,71,75,953,1442993
4,71,75,953,1442993
5,71,75,953,1442993
6,71,75,953,1442993
7,71,75,953,1442993
8,71,75,953,1442993
9,71,75,953,1442993
10,71,75,953,1442993
11,71,75,953,1442993
12,71,75,953,1442993
13,71,75,423,527791
14,71,75,423,527791
15,71,75,423,527791
16,71,75,423,527791
17,71,75,423,527791
18,71,75,423,527791
19,71,75,423,527791
20,71,75,423,527791
1,71,76,946,1433397
2,71,76,946,1433397
3,71,76,946,1433397
4,71,76,946,1433397
5,71,76,946,1433397
6,71,76,946,1433397
7,71,76,946,1433397
8,71,76,946,1433397
9,71,76,946,1433397
10,71,76,946,1433397
11,71,76,946,1433397
12,71,76,946,1433397
13,71,76,416,519878
14,71,76,416,519878
15,71,76,416,519878
16,71,76,416,519878
17,71,76,416,519878
18,71,76,416,519878
19,71,76,416,519878
20,71,76,416,519878
1,71,77,954,1444749
2,71,77,954,1444749
3,71,77,954,1444749
4,71,77,954,1444749
5,71,77,954,1444749
6,71,77,954,1444749
7,71,77,954,1444749
8,71,77,954,1444749
9,71,77,954,1444749
10,71,77,954,1444749
11,71,77,954,1444749
12,71,77,954,1444749
13,71,77,424,529239
14,71,77,424,529239
15,71,77,424,529239
16,71,77,424,529239
17,71,77,424,529239
18,71,77,424,529239
19,71,77,424,529239
20,71,77,424,529239
1,71,78,940,1423434
2,71,78,940,1423434
3,71,78,940,1423434
4,71,78,940,1423434
5,71,78,940,1423434
6,71,78,940,1423434
7,71,78,940,1423434
8,71,78,940,1423434
9,71,78,940,1423434
10,71,78,940,1423434
11,71,78,940,1423434
12,71,78,940,1423434
13,71,78,410,511662
14,71,78,410,511662
15,71,78,410,511662
16,71,78,410,511662
17,71,78,410,511662
18,71,78,410,511662
19,71,78,410,511662
20,71,78,410,511662
1,71,79,898,1359591
2,71,79,898,1359591
3,71,79,898,1359591
4,71,79,898,1359591
5,71,79,898,1359591
6,71,79,898,1359591
7,71,79,898,1359591
8,71,79,898,1359591
9,71,79,898,1359591
10,71,79,898,1359591
11,71,79,898,1359591
12,71,79,898,1359591
13,71,79,368,459015
14,71,79,368,459015
15,71,79,368,459015
16,71,79,368,459015
17,71,79,368,459015
18,71,79,368,459015
19,71,79,368,459015
20,71,79,368,459015
1,71,80,953,1443543
2,71,80,953,1443543
3,71,80,953,1443543
4,71,80,953,1443543
5,71,80,953,1443543
6,71,80,953,1443543
7,71,80,953,1443543
8,71,80,953,1443543
9,71,80,953,1443543
10,71,80,953,1443543
11,71,80,953,1443543
12,71,80,953,1443543
13,71,80,423,528244
14,71,80,423,528244
15,71,80,423,528244
16,71,80,423,528244
17,71,80,423,528244
18,71,80,423,528244
19,71,80,423,528244
20,71,80,423,528244
1,71,81,940,1422975
2,71,81,940,1422975
3,71,81,940,1422975
4,71,81,940,1422975
5,71,81,940,1422975
6,71,81,940,1422975
7,71,81,940,1422975
8,71,81,940,1422975
9,71,81,940,1422975
10,71,81,940,1422975
11,71,81,940,1422975
12,71,81,940,1422975
13,71,81,409,511284
14,71,81,409,511284
15,71,81,409,511284
16,71,81,409,511284
17,71,81,409,511284
18,71,81,409,511284
19,71,81,409,511284
20,71,81,409,511284
1,71,82,408,617551
2,71,82,408,617551
3,71,82,408,617551
4,71,82,408,617551
5,71,82,408,617551
6,71,82,408,617551
7,71,82,408,617551
8,71,82,408,617551
9,71,82,408,617551
10,71,82,408,617551
11,71,82,408,617551
12,71,82,408,617551
13,71,82,408,509246
14,71,82,408,509246
15,71,82,408,509246
16,71,82,408,509246
17,71,82,408,509246
18,71,82,408,509246
19,71,82,408,509246
20,71,82,408,509246
1,71,83,240,364211
2,71,83,240,364211
3,71,83,240,364211
4,71,83,240,364211
5,71,83,240,364211
6,71,83,240,364211
7,71,83,240,364211
8,71,83,240,364211
9,71,83,240,364211
10,71,83,240,364211
11,71,83,240,364211
12,71,83,240,364211
13,71,83,240,300336
14,71,83,240,300336
15,71,83,240,300336
16,71,83,240,300336
17,71,83,240,300336
18,71,83,240,300336
19,71,83,240,300336
20,71,83,240,300336
1,71,84,95,144407
2,71,84,95,144407
3,71,84,95,144407
4,71,84,95,144407
5,71,84,95,144407
6,71,84,95,144407
7,71,84,95,144407
8,71,84,95,144407
9,71,84,95,144407
10,71,84,95,144407
11,71,84,95,144407
12,71,84,95,144407
13,71,84,95,119081
14,71,84,95,119081
15,71,84,95,119081
16,71,84,95,119081
17,71,84,95,119081
18,71,84,95,119081
19,71,84,95,119081
20,71,84,95,119081
1,71,85,241,365420
2,71,85,241,365420
3,71,85,241,365420
4,71,85,241,365420
5,71,85,241,365420
6,71,85,241,365420
7,71,85,241,365420
8,71,85,241,365420
9,71,85,241,365420
10,71,85,241,365420
11,71,85,241,365420
12,71,85,241,365420
13,71,85,241,301333
14,71,85,241,301333
15,71,85,241,301333
16,71,85,241,301333
17,71,85,241,301333
18,71,85,241,301333
19,71,85,241,301333
20,71,85,241,301333
1,71,86,406,615146
2,71,86,406,615146
3,71,86,406,615146
4,71,86,406,615146
5,71,86,406,615146
6,71,86,406,615146
7,71,86,406,615146
8,71,86,406,615146
9,71,86,406,615146
10,71,86,406,615146
11,71,86,406,615146
12,71,86,406,615146
13,71,86,406,507263
14,71,86,406,507263
15,71,86,406,507263
16,71,86,406,507263
17,71,86,406,507263
18,71,86,406,507263
19,71,86,406,507263
20,71,86,406,507263
1,72,1,662,1003280
2,72,1,662,1003280
3,72,1,662,1003280
4,72,1,662,1003280
5,72,1,662,1003280
6,72,1,662,1003280
7,72,1,662,1003280
8,72,1,662,1003280
9,72,1,662,1003280
10,72,1,662,1003280
11,72,1,662,1003280
12,72,1,662,1003280
13,72,1,662,827326
14,72,1,662,827326
15,72,1,662,827326
16,72,1,662,827326
17,72,1,662,827326
18,72,1,662,827326
19,72,1,662,827326
20,72,1,662,827326
1,72,2,735,1113776
2,72,2,735,1113776
3,72,2,735,1113776
4,72,2,735,1113776
5,72,2,735,1113776
6,72,2,735,1113776
7,72,2,735,1113776
8,72,2,735,1113776
9,72,2,735,1113776
10,72,2,735,1113776
11,72,2,735,1113776
12,72,2,735,1113776
13,72,2,735,918444
14,72,2,735,918444
15,72,2,735,918444
16,72,2,735,918444
17,72,2,735,918444
18,72,2,735,918444
19,72,2,735,918444
20,72,2,735,918444
1,72,3,987,1495121
2,72,3,987,1495121
3,72,3,987,1495121
4,72,3,987,1495121
5,72,3,987,1495121
6,72,3,987,1495121
7,72,3,987,1495121
8,72,3,987,1495121
9,72,3,987,1495121
10,72,3,987,1495121
11,72,3,987,1495121
12,72,3,987,1495121
13,72,3,644,804417
14,72,3,644,804417
15,72,3,644,804417
16,72,3,644,804417
17,72,3,644,804417
18,72,3,644,804417
19,72,3,644,804417
20,72,3,644,804417
1,72,4,954,1444682
2,72,4,954,1444682
3,72,4,954,1444682
4,72,4,954,1444682
5,72,4,954,1444682
6,72,4,954,1444682
7,72,4,954,1444682
8,72,4,954,1444682
9,72,4,954,1444682
10,72,4,954,1444682
11,72,4,954,1444682
12,72,4,954,1444682
13,72,4,622,777154
14,72,4,622,777154
15,72,4,622,777154
16,72,4,622,777154
17,72,4,622,777154
18,72,4,622,777154
19,72,4,622,777154
20,72,4,622,777154
1,72,5,1003,1518553
2,72,5,1003,1518553
3,72,5,1003,1518553
4,72,5,1003,1518553
5,72,5,1003,1518553
6,72,5,1003,1518553
7,72,5,1003,1518553
8,72,5,1003,1518553
9,72,5,1003,1518553
10,72,5,1003,1518553
11,72,5,1003,1518553
12,72,5,1003,1518553
13,72,5,659,823664
14,72,5,659,823664
15,72,5,659,823664
16,72,5,659,823664
17,72,5,659,823664
18,72,5,659,823664
19,72,5,659,823664
20,72,5,659,823664
1,72,6,981,1486280
2,72,6,981,1486280
3,72,6,981,1486280
4,72,6,981,1486280
5,72,6,981,1486280
6,72,6,981,1486280
7,72,6,981,1486280
8,72,6,981,1486280
9,72,6,981,1486280
10,72,6,981,1486280
11,72,6,981,1486280
12,72,6,981,1486280
13,72,6,638,797164
14,72,6,638,797164
15,72,6,638,797164
16,72,6,638,797164
17,72,6,638,797164
18,72,6,638,797164
19,72,6,638,797164
20,72,6,638,797164
1,72,7,998,1511835
2,72,7,998,1511835
3,72,7,998,1511835
4,72,7,998,1511835
5,72,7,998,1511835
6,72,7,998,1511835
7,72,7,998,1511835
8,72,7,998,1511835
9,72,7,998,1511835
10,72,7,998,1511835
11,72,7,998,1511835
12,72,7,998,1511835
13,72,7,655,818124
14,72,7,655,818124
15,72,7,655,818124
16,72,7,655,818124
17,72,7,655,818124
18,72,7,655,818124
19,72,7,655,818124
20,72,7,655,818124
1,72,8,1029,1557918
2,72,8,1029,1557918
3,72,8,1029,1557918
4,72,8,1029,1557918
5,72,8,1029,1557918
6,72,8,1029,1557918
7,72,8,1029,1557918
8,72,8,1029,1557918
9,72,8,1029,1557918
10,72,8,1029,1557918
11,72,8,1029,1557918
12,72,8,1029,1557918
13,72,8,685,855102
14,72,8,685,855102
15,72,8,685,855102
16,72,8,685,855102
17,72,8,685,855102
18,72,8,685,855102
19,72,8,685,855102
20,72,8,685,855102
1,72,9,1005,1522764
2,72,9,1005,1522764
3,72,9,1005,1522764
4,72,9,1005,1522764
5,72,9,1005,1522764
6,72,9,1005,1522764
7,72,9,1005,1522764
8,72,9,1005,1522764
9,72,9,1005,1522764
10,72,9,1005,1522764
11,72,9,1005,1522764
12,72,9,1005,1522764
13,72,9,662,827137
14,72,9,662,827137
15,72,9,662,827137
16,72,9,662,827137
17,72,9,662,827137
18,72,9,662,827137
19,72,9,662,827137
20,72,9,662,827137
1,72,10,1018,1541508
2,72,10,1018,1541508
3,72,10,1018,1541508
4,72,10,1018,1541508
5,72,10,1018,1541508
6,72,10,1018,1541508
7,72,10,1018,1541508
8,72,10,1018,1541508
9,72,10,1018,1541508
10,72,10,1018,1541508
11,72,10,1018,1541508
12,72,10,1018,1541508
13,72,10,673,841142
14,72,10,673,841142
15,72,10,673,841142
16,72,10,673,841142
17,72,10,673,841142
18,72,10,673,841142
19,72,10,673,841142
20,72,10,673,841142
1,72,11,1033,1564631
2,72,11,1033,1564631
3,72,11,1033,1564631
4,72,11,1033,1564631
5,72,11,1033,1564631
6,72,11,1033,1564631
7,72,11,1033,1564631
8,72,11,1033,1564631
9,72,11,1033,1564631
10,72,11,1033,1564631
11,72,11,1033,1564631
12,72,11,1033,1564631
13,72,11,689,860529
14,72,11,689,860529
15,72,11,689,860529
16,72,11,689,860529
17,72,11,689,860529
18,72,11,689,860529
19,72,11,689,860529
20,72,11,689,860529
1,72,12,961,1454812
2,72,12,961,1454812
3,72,12,961,1454812
4,72,12,961,1454812
5,72,12,961,1454812
6,72,12,961,1454812
7,72,12,961,1454812
8,72,12,961,1454812
9,72,12,961,1454812
10,72,12,961,1454812
11,72,12,961,1454812
12,72,12,961,1454812
13,72,12,627,783670
14,72,12,627,783670
15,72,12,627,783670
16,72,12,627,783670
17,72,12,627,783670
18,72,12,627,783670
19,72,12,627,783670
20,72,12,627,783670
1,72,13,870,1318255
2,72,13,870,1318255
3,72,13,870,1318255
4,72,13,870,1318255
5,72,13,870,1318255
6,72,13,870,1318255
7,72,13,870,1318255
8,72,13,870,1318255
9,72,13,870,1318255
10,72,13,870,1318255
11,72,13,870,1318255
12,72,13,870,1318255
13,72,13,578,721612
14,72,13,578,721612
15,72,13,578,721612
16,72,13,578,721612
