#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 2,3
# Vessel count: 15,15
# Number of cargoes: 70
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 5 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
30
# for each vessel: vessel index, home port, starting time, capacity
1,8,53,100
2,13,70,100
3,31,78,100
4,14,0,100
5,12,0,100
6,12,0,100
7,27,0,100
8,38,47,100
9,19,0,100
10,17,47,100
11,24,113,100
12,32,0,100
13,9,185,100
14,31,80,100
15,16,0,100
16,22,217,100
17,19,45,100
18,3,56,100
19,37,150,100
20,20,218,100
21,20,209,100
22,28,0,100
23,36,0,100
24,24,100,100
25,6,21,100
26,27,284,100
27,4,0,100
28,30,0,100
29,34,0,100
30,37,0,100
# number of cargoes
70
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,68,70
2,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
3,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,65,66,68,70
4,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
5,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
6,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
7,1,2,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
8,1,3,4,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
9,1,2,3,4,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
10,1,2,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,65,68,70
11,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
12,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
13,1,3,4,10,11,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
14,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
15,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
16,1,3,4,10,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
17,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,67,68,70
18,1,3,4,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,68,70
19,1,3,4,10,13,16,19,20,21,23,24,26,27,29,32,33,35,36,38,41,44,45,46,47,49,50,51,52,54,56,60,62,68,70
20,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
21,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
22,1,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
23,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,62,63,64,66,68,70
24,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,65,68,70
25,1,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
26,1,3,4,10,13,16,20,21,23,24,26,27,29,30,32,33,35,36,38,41,43,44,46,47,49,50,52,56,60,62,68,70
27,1,3,4,5,6,8,9,10,11,13,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,68,69,70
28,1,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70
29,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,66,68,70
30,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
28,1,7,24,16021
29,1,7,24,16021
30,1,7,24,16021
1,1,8,7,4132
2,1,8,7,4132
3,1,8,7,4132
4,1,8,7,4132
5,1,8,7,4132
6,1,8,7,4132
7,1,8,7,4132
8,1,8,7,4132
9,1,8,7,4132
10,1,8,7,4132
11,1,8,7,4132
12,1,8,7,4132
13,1,8,7,4132
14,1,8,7,4132
15,1,8,7,4132
16,1,8,8,5663
17,1,8,8,5663
18,1,8,8,5663
19,1,8,8,5663
20,1,8,8,5663
21,1,8,8,5663
22,1,8,8,5663
23,1,8,8,5663
24,1,8,8,5663
25,1,8,8,5663
26,1,8,8,5663
27,1,8,8,5663
28,1,8,8,5663
29,1,8,8,5663
30,1,8,8,5663
1,1,9,49,28831
2,1,9,49,28831
3,1,9,49,28831
4,1,9,49,28831
5,1,9,49,28831
6,1,9,49,28831
7,1,9,49,28831
8,1,9,49,28831
9,1,9,49,28831
10,1,9,49,28831
11,1,9,49,28831
12,1,9,49,28831
13,1,9,49,28831
14,1,9,49,28831
15,1,9,49,28831
16,1,9,59,39512
17,1,9,59,39512
18,1,9,59,39512
19,1,9,59,39512
20,1,9,59,39512
21,1,9,59,39512
22,1,9,59,39512
23,1,9,59,39512
24,1,9,59,39512
25,1,9,59,39512
26,1,9,59,39512
27,1,9,59,39512
28,1,9,59,39512
29,1,9,59,39512
30,1,9,59,39512
1,1,10,108,63741
2,1,10,108,63741
3,1,10,108,63741
4,1,10,108,63741
5,1,10,108,63741
6,1,10,108,63741
7,1,10,108,63741
8,1,10,108,63741
9,1,10,108,63741
10,1,10,108,63741
11,1,10,108,63741
12,1,10,108,63741
13,1,10,108,63741
14,1,10,108,63741
15,1,10,108,63741
16,1,10,131,87356
17,1,10,131,87356
18,1,10,131,87356
19,1,10,131,87356
20,1,10,131,87356
21,1,10,131,87356
22,1,10,131,87356
23,1,10,131,87356
24,1,10,131,87356
25,1,10,131,87356
26,1,10,131,87356
27,1,10,131,87356
28,1,10,131,87356
29,1,10,131,87356
30,1,10,131,87356
1,1,11,102,60243
2,1,11,102,60243
3,1,11,102,60243
4,1,11,102,60243
5,1,11,102,60243
6,1,11,102,60243
7,1,11,102,60243
8,1,11,102,60243
9,1,11,102,60243
10,1,11,102,60243
11,1,11,102,60243
12,1,11,102,60243
13,1,11,102,60243
14,1,11,102,60243
15,1,11,102,60243
16,1,11,123,82562
17,1,11,123,82562
18,1,11,123,82562
19,1,11,123,82562
20,1,11,123,82562
21,1,11,123,82562
22,1,11,123,82562
23,1,11,123,82562
24,1,11,123,82562
25,1,11,123,82562
26,1,11,123,82562
27,1,11,123,82562
28,1,11,123,82562
29,1,11,123,82562
30,1,11,123,82562
1,1,12,59,34599
2,1,12,59,34599
3,1,12,59,34599
4,1,12,59,34599
5,1,12,59,34599
6,1,12,59,34599
7,1,12,59,34599
8,1,12,59,34599
9,1,12,59,34599
10,1,12,59,34599
11,1,12,59,34599
12,1,12,59,34599
13,1,12,59,34599
14,1,12,59,34599
15,1,12,59,34599
16,1,12,71,47417
17,1,12,71,47417
18,1,12,71,47417
19,1,12,71,47417
20,1,12,71,47417
21,1,12,71,47417
22,1,12,71,47417
23,1,12,71,47417
24,1,12,71,47417
25,1,12,71,47417
26,1,12,71,47417
27,1,12,71,47417
28,1,12,71,47417
29,1,12,71,47417
30,1,12,71,47417
1,1,13,54,31987
2,1,13,54,31987
3,1,13,54,31987
4,1,13,54,31987
5,1,13,54,31987
6,1,13,54,31987
7,1,13,54,31987
8,1,13,54,31987
9,1,13,54,31987
10,1,13,54,31987
11,1,13,54,31987
12,1,13,54,31987
13,1,13,54,31987
14,1,13,54,31987
15,1,13,54,31987
16,1,13,66,43837
17,1,13,66,43837
18,1,13,66,43837
19,1,13,66,43837
20,1,13,66,43837
21,1,13,66,43837
22,1,13,66,43837
23,1,13,66,43837
24,1,13,66,43837
25,1,13,66,43837
26,1,13,66,43837
27,1,13,66,43837
28,1,13,66,43837
29,1,13,66,43837
30,1,13,66,43837
1,1,14,22,12977
2,1,14,22,12977
3,1,14,22,12977
4,1,14,22,12977
5,1,14,22,12977
6,1,14,22,12977
7,1,14,22,12977
8,1,14,22,12977
9,1,14,22,12977
10,1,14,22,12977
11,1,14,22,12977
12,1,14,22,12977
13,1,14,22,12977
14,1,14,22,12977
15,1,14,22,12977
16,1,14,27,17784
17,1,14,27,17784
18,1,14,27,17784
19,1,14,27,17784
20,1,14,27,17784
21,1,14,27,17784
22,1,14,27,17784
23,1,14,27,17784
24,1,14,27,17784
25,1,14,27,17784
26,1,14,27,17784
27,1,14,27,17784
28,1,14,27,17784
29,1,14,27,17784
30,1,14,27,17784
1,1,15,26,15202
2,1,15,26,15202
3,1,15,26,15202
4,1,15,26,15202
5,1,15,26,15202
6,1,15,26,15202
7,1,15,26,15202
8,1,15,26,15202
9,1,15,26,15202
10,1,15,26,15202
11,1,15,26,15202
12,1,15,26,15202
13,1,15,26,15202
14,1,15,26,15202
15,1,15,26,15202
16,1,15,31,20834
17,1,15,31,20834
18,1,15,31,20834
19,1,15,31,20834
20,1,15,31,20834
21,1,15,31,20834
22,1,15,31,20834
23,1,15,31,20834
24,1,15,31,20834
25,1,15,31,20834
26,1,15,31,20834
27,1,15,31,20834
28,1,15,31,20834
29,1,15,31,20834
30,1,15,31,20834
1,1,16,20,11673
2,1,16,20,11673
3,1,16,20,11673
4,1,16,20,11673
5,1,16,20,11673
6,1,16,20,11673
7,1,16,20,11673
8,1,16,20,11673
9,1,16,20,11673
10,1,16,20,11673
11,1,16,20,11673
12,1,16,20,11673
13,1,16,20,11673
14,1,16,20,11673
15,1,16,20,11673
16,1,16,24,15998
17,1,16,24,15998
18,1,16,24,15998
19,1,16,24,15998
20,1,16,24,15998
21,1,16,24,15998
22,1,16,24,15998
23,1,16,24,15998
24,1,16,24,15998
25,1,16,24,15998
26,1,16,24,15998
27,1,16,24,15998
28,1,16,24,15998
29,1,16,24,15998
30,1,16,24,15998
1,1,17,30,17826
2,1,17,30,17826
3,1,17,30,17826
4,1,17,30,17826
5,1,17,30,17826
6,1,17,30,17826
7,1,17,30,17826
8,1,17,30,17826
9,1,17,30,17826
10,1,17,30,17826
11,1,17,30,17826
12,1,17,30,17826
13,1,17,30,17826
14,1,17,30,17826
15,1,17,30,17826
16,1,17,37,24430
17,1,17,37,24430
18,1,17,37,24430
19,1,17,37,24430
20,1,17,37,24430
21,1,17,37,24430
22,1,17,37,24430
23,1,17,37,24430
24,1,17,37,24430
25,1,17,37,24430
26,1,17,37,24430
27,1,17,37,24430
28,1,17,37,24430
29,1,17,37,24430
30,1,17,37,24430
1,1,18,63,36963
2,1,18,63,36963
3,1,18,63,36963
4,1,18,63,36963
5,1,18,63,36963
6,1,18,63,36963
7,1,18,63,36963
8,1,18,63,36963
9,1,18,63,36963
10,1,18,63,36963
11,1,18,63,36963
12,1,18,63,36963
13,1,18,63,36963
14,1,18,63,36963
15,1,18,63,36963
16,1,18,76,50656
17,1,18,76,50656
18,1,18,76,50656
19,1,18,76,50656
20,1,18,76,50656
21,1,18,76,50656
22,1,18,76,50656
23,1,18,76,50656
24,1,18,76,50656
25,1,18,76,50656
26,1,18,76,50656
27,1,18,76,50656
28,1,18,76,50656
29,1,18,76,50656
30,1,18,76,50656
1,1,19,26,15142
2,1,19,26,15142
3,1,19,26,15142
4,1,19,26,15142
5,1,19,26,15142
6,1,19,26,15142
7,1,19,26,15142
8,1,19,26,15142
9,1,19,26,15142
10,1,19,26,15142
11,1,19,26,15142
12,1,19,26,15142
13,1,19,26,15142
14,1,19,26,15142
15,1,19,26,15142
16,1,19,31,20752
17,1,19,31,20752
18,1,19,31,20752
19,1,19,31,20752
20,1,19,31,20752
21,1,19,31,20752
22,1,19,31,20752
23,1,19,31,20752
24,1,19,31,20752
25,1,19,31,20752
26,1,19,31,20752
27,1,19,31,20752
28,1,19,31,20752
29,1,19,31,20752
30,1,19,31,20752
1,1,20,89,52308
2,1,20,89,52308
3,1,20,89,52308
4,1,20,89,52308
5,1,20,89,52308
6,1,20,89,52308
7,1,20,89,52308
8,1,20,89,52308
9,1,20,89,52308
10,1,20,89,52308
11,1,20,89,52308
12,1,20,89,52308
13,1,20,89,52308
14,1,20,89,52308
15,1,20,89,52308
16,1,20,107,71686
17,1,20,107,71686
18,1,20,107,71686
19,1,20,107,71686
20,1,20,107,71686
21,1,20,107,71686
22,1,20,107,71686
23,1,20,107,71686
24,1,20,107,71686
25,1,20,107,71686
26,1,20,107,71686
27,1,20,107,71686
28,1,20,107,71686
29,1,20,107,71686
30,1,20,107,71686
1,1,21,90,53333
2,1,21,90,53333
3,1,21,90,53333
4,1,21,90,53333
5,1,21,90,53333
6,1,21,90,53333
7,1,21,90,53333
8,1,21,90,53333
9,1,21,90,53333
10,1,21,90,53333
11,1,21,90,53333
12,1,21,90,53333
13,1,21,90,53333
14,1,21,90,53333
15,1,21,90,53333
16,1,21,109,73091
17,1,21,109,73091
18,1,21,109,73091
19,1,21,109,73091
20,1,21,109,73091
21,1,21,109,73091
22,1,21,109,73091
23,1,21,109,73091
24,1,21,109,73091
25,1,21,109,73091
26,1,21,109,73091
27,1,21,109,73091
28,1,21,109,73091
29,1,21,109,73091
30,1,21,109,73091
1,1,22,19,11434
2,1,22,19,11434
3,1,22,19,11434
4,1,22,19,11434
5,1,22,19,11434
6,1,22,19,11434
7,1,22,19,11434
8,1,22,19,11434
9,1,22,19,11434
10,1,22,19,11434
11,1,22,19,11434
12,1,22,19,11434
13,1,22,19,11434
14,1,22,19,11434
15,1,22,19,11434
16,1,22,23,15670
17,1,22,23,15670
18,1,22,23,15670
19,1,22,23,15670
20,1,22,23,15670
21,1,22,23,15670
22,1,22,23,15670
23,1,22,23,15670
24,1,22,23,15670
25,1,22,23,15670
26,1,22,23,15670
27,1,22,23,15670
28,1,22,23,15670
29,1,22,23,15670
30,1,22,23,15670
1,1,23,18,10473
2,1,23,18,10473
3,1,23,18,10473
4,1,23,18,10473
5,1,23,18,10473
6,1,23,18,10473
7,1,23,18,10473
8,1,23,18,10473
9,1,23,18,10473
10,1,23,18,10473
11,1,23,18,10473
12,1,23,18,10473
13,1,23,18,10473
14,1,23,18,10473
15,1,23,18,10473
16,1,23,21,14353
17,1,23,21,14353
18,1,23,21,14353
19,1,23,21,14353
20,1,23,21,14353
21,1,23,21,14353
22,1,23,21,14353
23,1,23,21,14353
24,1,23,21,14353
25,1,23,21,14353
26,1,23,21,14353
27,1,23,21,14353
28,1,23,21,14353
29,1,23,21,14353
30,1,23,21,14353
1,1,24,19,11434
2,1,24,19,11434
3,1,24,19,11434
4,1,24,19,11434
5,1,24,19,11434
6,1,24,19,11434
7,1,24,19,11434
8,1,24,19,11434
9,1,24,19,11434
10,1,24,19,11434
11,1,24,19,11434
12,1,24,19,11434
13,1,24,19,11434
14,1,24,19,11434
15,1,24,19,11434
16,1,24,23,15670
17,1,24,23,15670
18,1,24,23,15670
19,1,24,23,15670
20,1,24,23,15670
21,1,24,23,15670
22,1,24,23,15670
23,1,24,23,15670
24,1,24,23,15670
25,1,24,23,15670
26,1,24,23,15670
27,1,24,23,15670
28,1,24,23,15670
29,1,24,23,15670
30,1,24,23,15670
1,1,25,91,53817
2,1,25,91,53817
3,1,25,91,53817
4,1,25,91,53817
5,1,25,91,53817
6,1,25,91,53817
7,1,25,91,53817
8,1,25,91,53817
9,1,25,91,53817
10,1,25,91,53817
11,1,25,91,53817
12,1,25,91,53817
13,1,25,91,53817
14,1,25,91,53817
15,1,25,91,53817
16,1,25,110,73754
17,1,25,110,73754
18,1,25,110,73754
19,1,25,110,73754
20,1,25,110,73754
21,1,25,110,73754
22,1,25,110,73754
23,1,25,110,73754
24,1,25,110,73754
25,1,25,110,73754
26,1,25,110,73754
27,1,25,110,73754
28,1,25,110,73754
29,1,25,110,73754
30,1,25,110,73754
1,1,26,25,14629
2,1,26,25,14629
3,1,26,25,14629
4,1,26,25,14629
5,1,26,25,14629
6,1,26,25,14629
7,1,26,25,14629
8,1,26,25,14629
9,1,26,25,14629
10,1,26,25,14629
11,1,26,25,14629
12,1,26,25,14629
13,1,26,25,14629
14,1,26,25,14629
15,1,26,25,14629
16,1,26,30,20048
17,1,26,30,20048
18,1,26,30,20048
19,1,26,30,20048
20,1,26,30,20048
21,1,26,30,20048
22,1,26,30,20048
23,1,26,30,20048
24,1,26,30,20048
25,1,26,30,20048
26,1,26,30,20048
27,1,26,30,20048
28,1,26,30,20048
29,1,26,30,20048
30,1,26,30,20048
1,1,27,35,20441
2,1,27,35,20441
3,1,27,35,20441
4,1,27,35,20441
5,1,27,35,20441
6,1,27,35,20441
7,1,27,35,20441
8,1,27,35,20441
9,1,27,35,20441
10,1,27,35,20441
11,1,27,35,20441
12,1,27,35,20441
13,1,27,35,20441
14,1,27,35,20441
15,1,27,35,20441
16,1,27,42,28014
17,1,27,42,28014
18,1,27,42,28014
19,1,27,42,28014
20,1,27,42,28014
21,1,27,42,28014
22,1,27,42,28014
23,1,27,42,28014
24,1,27,42,28014
25,1,27,42,28014
26,1,27,42,28014
27,1,27,42,28014
28,1,27,42,28014
29,1,27,42,28014
30,1,27,42,28014
1,1,28,41,24293
2,1,28,41,24293
3,1,28,41,24293
4,1,28,41,24293
5,1,28,41,24293
6,1,28,41,24293
7,1,28,41,24293
8,1,28,41,24293
9,1,28,41,24293
10,1,28,41,24293
11,1,28,41,24293
12,1,28,41,24293
13,1,28,41,24293
14,1,28,41,24293
15,1,28,41,24293
16,1,28,50,33292
17,1,28,50,33292
18,1,28,50,33292
19,1,28,50,33292
20,1,28,50,33292
21,1,28,50,33292
22,1,28,50,33292
23,1,28,50,33292
24,1,28,50,33292
25,1,28,50,33292
26,1,28,50,33292
27,1,28,50,33292
28,1,28,50,33292
29,1,28,50,33292
30,1,28,50,33292
1,1,29,135,79458
2,1,29,135,79458
3,1,29,135,79458
4,1,29,135,79458
5,1,29,135,79458
6,1,29,135,79458
7,1,29,135,79458
8,1,29,135,79458
9,1,29,135,79458
10,1,29,135,79458
11,1,29,135,79458
12,1,29,135,79458
13,1,29,135,79458
14,1,29,135,79458
15,1,29,135,79458
16,1,29,163,108894
17,1,29,163,108894
18,1,29,163,108894
19,1,29,163,108894
20,1,29,163,108894
21,1,29,163,108894
22,1,29,163,108894
23,1,29,163,108894
24,1,29,163,108894
25,1,29,163,108894
26,1,29,163,108894
27,1,29,163,108894
28,1,29,163,108894
29,1,29,163,108894
30,1,29,163,108894
1,1,30,65,38333
2,1,30,65,38333
3,1,30,65,38333
4,1,30,65,38333
5,1,30,65,38333
6,1,30,65,38333
7,1,30,65,38333
8,1,30,65,38333
9,1,30,65,38333
10,1,30,65,38333
11,1,30,65,38333
12,1,30,65,38333
13,1,30,65,38333
14,1,30,65,38333
15,1,30,65,38333
16,1,30,79,52534
17,1,30,79,52534
18,1,30,79,52534
19,1,30,79,52534
20,1,30,79,52534
21,1,30,79,52534
22,1,30,79,52534
23,1,30,79,52534
24,1,30,79,52534
25,1,30,79,52534
26,1,30,79,52534
27,1,30,79,52534
28,1,30,79,52534
29,1,30,79,52534
30,1,30,79,52534
1,1,31,74,43483
2,1,31,74,43483
3,1,31,74,43483
4,1,31,74,43483
5,1,31,74,43483
6,1,31,74,43483
7,1,31,74,43483
8,1,31,74,43483
9,1,31,74,43483
10,1,31,74,43483
11,1,31,74,43483
12,1,31,74,43483
13,1,31,74,43483
14,1,31,74,43483
15,1,31,74,43483
16,1,31,89,59593
17,1,31,89,59593
18,1,31,89,59593
19,1,31,89,59593
20,1,31,89,59593
21,1,31,89,59593
22,1,31,89,59593
23,1,31,89,59593
24,1,31,89,59593
25,1,31,89,59593
26,1,31,89,59593
27,1,31,89,59593
28,1,31,89,59593
29,1,31,89,59593
30,1,31,89,59593
1,1,32,7,4142
2,1,32,7,4142
3,1,32,7,4142
4,1,32,7,4142
5,1,32,7,4142
6,1,32,7,4142
7,1,32,7,4142
8,1,32,7,4142
9,1,32,7,4142
10,1,32,7,4142
11,1,32,7,4142
12,1,32,7,4142
13,1,32,7,4142
14,1,32,7,4142
15,1,32,7,4142
16,1,32,8,5677
17,1,32,8,5677
18,1,32,8,5677
19,1,32,8,5677
20,1,32,8,5677
21,1,32,8,5677
22,1,32,8,5677
23,1,32,8,5677
24,1,32,8,5677
25,1,32,8,5677
26,1,32,8,5677
27,1,32,8,5677
28,1,32,8,5677
29,1,32,8,5677
30,1,32,8,5677
1,1,33,105,62186
2,1,33,105,62186
3,1,33,105,62186
4,1,33,105,62186
5,1,33,105,62186
6,1,33,105,62186
7,1,33,105,62186
8,1,33,105,62186
9,1,33,105,62186
10,1,33,105,62186
11,1,33,105,62186
12,1,33,105,62186
13,1,33,105,62186
14,1,33,105,62186
15,1,33,105,62186
16,1,33,127,85223
17,1,33,127,85223
18,1,33,127,85223
19,1,33,127,85223
20,1,33,127,85223
21,1,33,127,85223
22,1,33,127,85223
23,1,33,127,85223
24,1,33,127,85223
25,1,33,127,85223
26,1,33,127,85223
27,1,33,127,85223
28,1,33,127,85223
29,1,33,127,85223
30,1,33,127,85223
1,1,34,168,98988
2,1,34,168,98988
3,1,34,168,98988
4,1,34,168,98988
5,1,34,168,98988
6,1,34,168,98988
7,1,34,168,98988
8,1,34,168,98988
9,1,34,168,98988
10,1,34,168,98988
11,1,34,168,98988
12,1,34,168,98988
13,1,34,168,98988
14,1,34,168,98988
15,1,34,168,98988
16,1,34,203,135660
17,1,34,203,135660
18,1,34,203,135660
19,1,34,203,135660
20,1,34,203,135660
21,1,34,203,135660
22,1,34,203,135660
23,1,34,203,135660
24,1,34,203,135660
25,1,34,203,135660
26,1,34,203,135660
27,1,34,203,135660
28,1,34,203,135660
29,1,34,203,135660
30,1,34,203,135660
1,1,35,204,120151
2,1,35,204,120151
3,1,35,204,120151
4,1,35,204,120151
5,1,35,204,120151
6,1,35,204,120151
7,1,35,204,120151
8,1,35,204,120151
9,1,35,204,120151
10,1,35,204,120151
11,1,35,204,120151
12,1,35,204,120151
13,1,35,204,120151
14,1,35,204,120151
15,1,35,204,120151
16,1,35,246,164664
17,1,35,246,164664
18,1,35,246,164664
19,1,35,246,164664
20,1,35,246,164664
21,1,35,246,164664
22,1,35,246,164664
23,1,35,246,164664
24,1,35,246,164664
25,1,35,246,164664
26,1,35,246,164664
27,1,35,246,164664
28,1,35,246,164664
29,1,35,246,164664
30,1,35,246,164664
1,1,36,165,97379
2,1,36,165,97379
3,1,36,165,97379
4,1,36,165,97379
5,1,36,165,97379
6,1,36,165,97379
7,1,36,165,97379
8,1,36,165,97379
9,1,36,165,97379
10,1,36,165,97379
11,1,36,165,97379
12,1,36,165,97379
13,1,36,165,97379
14,1,36,165,97379
15,1,36,165,97379
16,1,36,199,133455
17,1,36,199,133455
18,1,36,199,133455
19,1,36,199,133455
20,1,36,199,133455
21,1,36,199,133455
22,1,36,199,133455
23,1,36,199,133455
24,1,36,199,133455
25,1,36,199,133455
26,1,36,199,133455
27,1,36,199,133455
28,1,36,199,133455
29,1,36,199,133455
30,1,36,199,133455
1,1,37,220,129913
2,1,37,220,129913
3,1,37,220,129913
4,1,37,220,129913
5,1,37,220,129913
6,1,37,220,129913
7,1,37,220,129913
8,1,37,220,129913
9,1,37,220,129913
10,1,37,220,129913
11,1,37,220,129913
12,1,37,220,129913
13,1,37,220,129913
14,1,37,220,129913
15,1,37,220,129913
16,1,37,266,178042
17,1,37,266,178042
18,1,37,266,178042
19,1,37,266,178042
20,1,37,266,178042
21,1,37,266,178042
22,1,37,266,178042
23,1,37,266,178042
24,1,37,266,178042
25,1,37,266,178042
26,1,37,266,178042
27,1,37,266,178042
28,1,37,266,178042
29,1,37,266,178042
30,1,37,266,178042
1,1,38,215,126739
2,1,38,215,126739
3,1,38,215,126739
4,1,38,215,126739
5,1,38,215,126739
6,1,38,215,126739
7,1,38,215,126739
8,1,38,215,126739
9,1,38,215,126739
10,1,38,215,126739
11,1,38,215,126739
12,1,38,215,126739
13,1,38,215,126739
14,1,38,215,126739
15,1,38,215,126739
16,1,38,260,173692
17,1,38,260,173692
18,1,38,260,173692
19,1,38,260,173692
20,1,38,260,173692
21,1,38,260,173692
22,1,38,260,173692
23,1,38,260,173692
24,1,38,260,173692
25,1,38,260,173692
26,1,38,260,173692
27,1,38,260,173692
28,1,38,260,173692
29,1,38,260,173692
30,1,38,260,173692
1,1,39,166,98151
2,1,39,166,98151
3,1,39,166,98151
4,1,39,166,98151
5,1,39,166,98151
6,1,39,166,98151
7,1,39,166,98151
8,1,39,166,98151
